"","X","tweet","annotation"
"9612",9612,"@MyNameIsArchaic Not yet; but I'm definitely on the mend. Breathing feels almost back to normal; cough isn't nearly… https://t.co/kiJnNJ9ytl",1
"9613",9613,"As a property owner; we’d love to partner with you! Let us take care of the headaches that come with property manag… https://t.co/deqBvskizc",0
"9614",9614,"@gmbutts I can identify here  in Saskatoon...Minus 33 (minus 41 with windchills) yesterday but a balmy minus 15-20… https://t.co/feyqJ0i7wx",0
"9615",9615,"@balaneski Also works with 'diarrhea'; which is more fitting for the Oilers than an STD... an STD suggests they sco… https://t.co/okGULtz2Bo",0
"9616",9616,"RT @CougHockeyAlum: Cougs are Rollin and atta girl Janer!",0
"9617",9617,"RT @littlered_ace: If you're from Ontario or east and telling Westerners to leave; yeah; that's the goal.",0
"9620",9620,"I counted a few maskless patrons coughing into their hands in this video.  

Why are places like this still open during the worst part of our pandemic ??? https://t.co/msGakHqoxE",0
"9628",9628,"I am so sorry for all the ARMS bullshit I've been vomiting onto your timeline I'm just so happy it's bouncing back.",0
"9629",9629,"@CharlotteProng Wouldn’t it be nice if you could just cough on them?",0
"9630",9630,"@ReadHollyWood Damn that’s incredible to be feverish so long; really hope@the referral figures this out for you",0
"9631",9631,"@cenobyte If you want to explore another home via video meeting; let me know; it might help alleviate some cabin fever.",0
"9632",9632,"Small homes; small spaces..  big headache..  #FridayPhotos https://t.co/ZbTMgNuUrM",0
"9636",9636,"@BobRossLovesYou @blowfishes @nebhusker84 @kylegriffin1 Who cares?  I didn’t vote for either.

Keep up the fever dreams of him winding up in jail ... I’m sure it’s going to happen.",0
"9638",9638,"I used to get headaches weekly, and migraines a few times a year. I haven't had a headache since October, just a few weeks after I was diagnosed and started treatment.",0
"9639",9639,"Which is good because I am 100% still in the time period where any headache is CODE RED GO TO THE ER GET A HEAD CT IMMEDIATELY",0
"9640",9640,"The downside is any time I have a headache for the rest of my life I'll be like 😬 IS IT BACK???????",0
"9641",9641,"@MapleLeafs I am so sick of “Real @MapleLeafs fans” and Steve Dangle wannabes i could vomit.",0
"9642",9642,"@WhoaThereNelly My coughing was really phlegmy & wet which made me feel better since COVID is a dry cough. I was ju… https://t.co/NVEvBQopwM",1
"9644",9644,"Mancer never pulled up his knee pads; so he had to pull the right one up just to pull it down for the knee strike.",0
"9649",9649,"RT @krusty_132: This is implying that the GameCube villagers weren't the coolest fucking designs ever and I will not STAND for it",0
"9650",9650,"Ok. This gave me chills. https://t.co/3RKxNekv9M",0
"9652",9652,"@TravisIanPater2 We got complacent and now people are sick of the restrictions because either we are fatigued or we… https://t.co/ROhRMkgwy3",0
"9653",9653,"RT @StephTaylorCP: Rewatching Tiger King stage of the pandemic 😷",0
"9654",9654,"Our paramedics also had a busy week. Some interesting numbers: 31 falls and 90 sick/shortness of breath calls were… https://t.co/a0ZB2djNeb",0
"9655",9655,"im a lil hungover at work and the smell of hand sanitizer almost made me wanna throw up lol",0
"9656",9656,"@Scribulatora I think masks while out is a good thing. Can you predict when someone may have to sneeze/cough would… https://t.co/CmqHxnVHKl",0
"9659",9659,"@ITHERETWEETER1 @RedCalling @MeganShaneBand @ThePoppermost @TimeToAct16 @reddestoflights @TheGodzillaAtt1 @feverjaw… https://t.co/429sq9jAZ5",0
"9661",9661,"@nomaddadMatt It's been individual responsibility for people to wash their hands after the washroom or when coughing into their hands but that's still happening on the Reg.",0
"9663",9663,"@brittnee_lyn *realizes my body aches all the time and I barely sleep*  Now I’m heavily concerned I may be pregnant.",0
"9664",9664,"@TSNHockey And the rest of Canada collectively vomits.",0
"9665",9665,"@dreamyfroot idk i dont feel very good & my stomach aches",1
"9666",9666,"RT @ctvsaskatoon: WATCH: The City of Saskatoon is developing an emergency response plan following the severe snow storm back in November.​…",0
"9667",9667,"I always get chills watching this part! https://t.co/OZNzefLNYb",0
"9669",9669,"RT @BradTrostCPC: Canadians deserve to know where hundreds of billions of their money is being sent to and what it is being spent on. An ec…",0
"9671",9671,"Playlist Ordinary Man - Ozzy Osbourne by @_CaviarMusic_  @GreenDay @RufuskingBand @ShadowofEverest @gozer_goodspeed… https://t.co/NlJHIGOw17",0
"9672",9672,"RT @Kalimeralynn: @SJJB55 @RayDellaway We shouldn't have to 'cough up' at all for this evil tw@.",0
"9674",9674,"@Kylareal Fake cough. Aalis din cla 😂",0
"9677",9677,"@AJKNOX9 It was good. Had to self quarantine (waiting for results of the test I had cause I was coughing and sore throat on Thursday) but it was a nice quiet day at home... which is exactly what I wanted. 😂 thank you! And got some new toys to play with! *rubs hands together* hehehe",1
"9679",9679,"@rashiduzzaman82 We covered these on #FanchiseFatigue this summer!",0
"9680",9680,"RT @CTVwdean: Another new member to the “Warren Dean Fan Club”!!   First order of business....getting to know my name 🤣🤣 https://t.co/kOt7F…",0
"9682",9682,"Update- Rhonin is okay! He hasn't had a fever since yesterday when he had the seizure. Fingers crossed! He seems to be in good spirits even though he fought hardcore to not have his medicine this morning. Lol",1
"9683",9683,"RT @GlobalRegina: “Residents; communities and First Nations in these areas are advised that high flows pose a safety risk and high water le…",0
"9684",9684,"RT @kelsochabot: Does anyone else hear gross uncontrollable coughing from all directions all over their neighbourhood all the time; or is t…",0
"9685",9685,"RT @mekayla_bali: @TheKitchenista Please don't forget about the rest of us who's children are missing. My daughter Mekayla Bali vanished on…",0
"9686",9686,"@CryptoGangsta Better yet. You write an entire priv esc exploit on Windows; send to your boss (cough @daveaitel ) w… https://t.co/PRkURqsv7h",0
"9687",9687,"I just got catcalled for the first time in years I would like to vomit good way to start my day when I say I hate men I mean it 🧍🏻‍♀️",0
"9688",9688,"@andrew_misiak @CP24 They didn’t “reveal” anything. They reported the findings of the NTSB.",0
"9691",9691,"RT @safeverytime: would be such a dream and honour to be a part of this project @AlfredoFlores @SB_Projects #stuckwitu #stuckwithumom",0
"9692",9692,"@liasbabie @kindredfIower @GingerSpirits @emmavonlea and I had a feverish dream #renewannewithane https://t.co/b7SBRz94Dg",0
"9693",9693,"RT @anomalyxd: HELLO GUISE; I'M GIVING AWAY MY VERSION 2 YOUTOOZ! JUST RETWEET; FOLLOW ME AND @YOUTOOZ TO WIN! FREE WORLDWIDE SHIPPING; SHI…",0
"9699",9699,"@MercedesGlobal @erinotoole Cough cough cough; more bullshit coming from the king of bullshitters Justin trudump himself",0
"9700",9700,"I think I only coughed once today.  my sleep is fucked up again and my leg hurts; but overall today was a win.  I'll take it.",0
"9705",9705,"@drfjgarcia @AliviaPharmD Zam-buk (for hemorrhoids) - partner vomited from the taste.",0
"9706",9706,"@ebruenig Does chewing too much gum also leave you feeling exhausted; nauseous; and full of self-loathing?",0
"9708",9708,"So much better than their last set; which was vomit-inducing. https://t.co/Z3ZG06gdan",0
"9710",9710,"@jawillick @rightwingwoman So interesting! Just ordered an oximeter.  'All persons with cough; fatigue & fevers sho… https://t.co/yglI38vWlP",0
"9711",9711,"Concerning: any water I have drank in the past 12 hours has been vomited up; along with all my meds 🙃🙃🙃",0
"9713",9713,"RT @CSGOatsecom: CSGO giveaway!  To enter:  😈 Follow us 😈 Retweet 😈 Like 😈 Be registered on https://t.co/koK9V5rrjK   The giveaway ends in…",0
"9714",9714,"Had one of the big cries earlier this evening; the shaking; sobbing grief that leaves you empty; all headache and e… https://t.co/otlsXLzWla",0
"9716",9716,"@DeionRx *Cough*",0
"9718",9718,"@DarylFransoo True enough....quick emergence can save a lot of headache...I'd bet our soils are 5-7 degrees warmer a week from now...",0
"9719",9719,"@JorgensonDerek It may not stop the cough; but at least you won’t remember you had one",0
"9723",9723,"So that's twice. 2 times now where @TheAmandaGorman has sent chills down my spine w her words. Thank you to @FLOTUS… https://t.co/4frwatXSOP",0
"9725",9725,"@lakefever_ The Dude does; which is why the furminator has been the best investment ever.  Merlin; who has longer hair; doesn’t!",0
"9727",9727,"Cluster of WWI trench fever disease highlights extreme poverty in Winnipeg https://t.co/CSjIU7x0ko",0
"9728",9728,"@CarlaMeckelborg @SKGov It’s one thing to be asymptomatic and waiting but if you’re fevered and sick it’s going to… https://t.co/76HfJaB9v8",1
"9731",9731,"Castfrom Shady Form (Don't ask me how this would work; I got a headache trying) #pokemon https://t.co/B6IoRdaCyI",0
"9733",9733,"@JillKrop @nytimes Well we are expecting-50 windchills on Monday here 🤷‍♂️",0
"9734",9734,"@FaartheRam Im never nauseous after leg day; if i am it’s usually cause i didnt have enough fuel ; im overheated; u… https://t.co/807DCCIUxG",0
"9736",9736,"RT @GlobalSaskatoon: WATCH: Bruce Urban sells @SaskRushLAX to Priestner Sports Corporation - via @RFlahertyGlobal. READ MORE: https://t.co/…",0
"9737",9737,"@patdubois It’s the cough syrup that puts them to sleep for a long time! Geez dumb phuck s!",0
"9740",9740,"@KentWeyrauch @Mzfatigue Oh lol.",0
"9741",9741,"@Brownsfever1 Good luck to you too sir",0
"9742",9742,"@DPSRambo @Brownsfever1 Rah so many jobless rebublican teenagers breaking and burning stores down you’re so right.… https://t.co/enUfApE6e7",0
"9744",9744,"Hunting fever!! 🙄😳 yesterday's missed him!  #elkhunt #SundayThoughts https://t.co/Ru4RL0egHQ",0
"9748",9748,"@VelvetRPresley What's changed?",0
"9750",9750,"Blood Cultures - Cabin Fever Freestyle (Official Music Video) https://t.co/YuxbjiiGnp",0
"9751",9751,"RT @Wanuskewin_Park: For the first time since the year 1876 a bison has been born on the land at Wanuskewin. We thank the Elders for their…",0
"9752",9752,"@montefisto13 @hellolanemoore @tomhanks Better yet; cough on her.",0
"9758",9758,"Did @PremierScottMoe really cough into his hand, while being unmasked at this latest news conf? 5 year old Kindergarten students not only wear masks all day at school, but also know to cough into their elbows. This is our SK leadership. God help us all. #COVID19SK",0
"9761",9761,"@RealTenille It’s certainly heart breaking seeing someone you love in such discomfort. The high fever,headaches and loss of breath is not easy to watch. People need to stop making this about being left or right leaning and just be smart before it hits someone you love",1
"9762",9762,"Called my psychiatrist office to see what was happening with my upcoming appointment. The secretary coughed and I f… https://t.co/2KKbe05yan",0
"9765",9765,"Got puff pastry chilling in the fridge and the thought of having to put spinach in it and bake it off is nauseating",0
"9766",9766,"RT @daphnefdtn: 'The main lessons we drew from my mother’s life and work are to keep pursuing the truth; to stand up to bullies; and to ref…",0
"9769",9769,"OTD 4 yrs ago; I saw doc for a dry cough; short of breath; tachycardia - sent to ER - DX w massive saddle pulmonary… https://t.co/2iJ01mwdqT",0
"9770",9770,"@BlayTopher @AaronHall1204 @flamesfever Yeah; almost a PPG is pretty dam good. Are you new to the sport orrrr? 🤔🤔🤔",0
"9773",9773,"RT @Scott_MacMahon: @AaronHall1204 @BlayTopher @flamesfever Yeah; Hall has been crushing it in Arizona.... This guy just keeps exposing how…",0
"9774",9774,"@BlayTopher @AaronHall1204 @flamesfever Not even close to the second best player in the league lmao take the fuckin… https://t.co/wIlkZ1MjOO",0
"9775",9775,"RT @GlobalRegina: Saskatoon's VIDO-Intervac lab is in the process of testing a COVID-19 vaccine on living animals. Their test-creatures of…",0
"9776",9776,"@flamesfever @BlayTopher @AaronHall1204 His points/60 literally more than doubles when he is with Mcdavid 😂😂😂 “bUt… https://t.co/m14Jkl5pZ8",0
"9777",9777,"@BlayTopher @AaronHall1204 @flamesfever @cgytradecentral Didn’t attack anyone but you buddy. Sorry for being factua… https://t.co/jhyNeGpxFX",0
"9778",9778,"@BlayTopher @AaronHall1204 @flamesfever Are you his mistress or something? Never seen a guy carry a players jockstr… https://t.co/2zi98JhpkH",0
"9780",9780,"@BlayTopher @Gregair13 @AaronHall1204 @flamesfever I never said that but sure; keep making shit up I guess",0
"9781",9781,"@BlayTopher @AaronHall1204 @flamesfever Drai is one of the worst defensive players in the league by various metrics… https://t.co/7g6UNVtb2h",0
"9782",9782,"@flamesfever @BlayTopher @AaronHall1204 Hahahah no kidding man. This guy’s got his panties in an absolute bunch JUS… https://t.co/2bIv3CkIQn",0
"9785",9785,"@BlayTopher @flamesfever @AaronHall1204 You never called me triggered. Wtf are you even talking about? Go smoke another one; Jesus.",0
"9786",9786,"@AaronHall1204 @BlayTopher @flamesfever @cgytradecentral Tried to do the same with me but nobody supported his idio… https://t.co/mLXHSG9iQt",0
"9789",9789,"@bennessb An important question to ask to differentiate depression from fatigue is; “What do you want to do that yo… https://t.co/ogLGCdwoIL",0
"9792",9792,"And we're home and back in bed at 7:05am. Whew. All vitals normal, electrolytes a bit low (probably from the vomiting), but no evidence of a foreign body, blockage, or aspiration from all the puking. Just dehydrated from a stomach bug or something that didn't settle in the tummy. https://t.co/lUMI9ByTcw",0
"9793",9793,"@steve_boots While coughing.",0
"9798",9798,"@lakefever_ Not regularly!  I barely drink pop.  If I ever need an extra boost in the morning I’ll eat an Awake cho… https://t.co/GY0AbpubyJ",0
"9802",9802,"I just wore a mask in a store I didn’t realize how often I smile at people. I had to throw up the ✌🏻like 4 times!",0
"9804",9804,"@_Qookie @LovelynKookie_ @CoughyJelly @MoonieSos @DirtBred Done! username: Blue_Willow101",0
"9805",9805,"Get to the toilet quickly. I believe that gives deathly diarrhea https://t.co/bq5vhwxQiS https://t.co/VITVJRMNMh",0
"9809",9809,"Who here is hoping one of them has a fever? https://t.co/KBmI9VzwCV",0
"9810",9810,"@patriciagallace @troutwhispers @joe_hunglo @backstrapfever3 @EmTheBold @momma_luce @EyesOfBlue06 @sarcasticrobb… https://t.co/RRloOhqHPN",0
"9813",9813,"@crashandsmash66 When he said; “Restored self government” I got chills and maybe an inkling of envy.",0
"9814",9814,"@kittypurrzog I dogsat for a friend 3 times. The dog diarrhea'd on something (carpet, couch) 2 out of those 3 times. She told me he does that a lot, though I haven't been asked to dogsit for her in a while, even before COVID.",0
"9819",9819,"RT @TrooperTEvans: Familiarizing myself with this new gadget to add to the toolbox. AEDs coming soon to a Montana Highway Patrol car near y…",0
"9820",9820,"it’s 2000, I’m running a fever and nauseous, but it’s okay I can’t get off the couch cuz Norm Abram is making a coffee table for the next 45 minutes: https://t.co/FP2mHN4m6y",1
"9821",9821,"@AllisonPregler You could potentially argue all of Whoopi's movies from the 90s are actually a fever dream of Guina… https://t.co/qcYEqDkvbq",0
"9822",9822,"This little guy went to the vet yesterday for a nasty cough and wheeze. We feared the worst but thankfully he just… https://t.co/gaFkyoPmex",0
"9825",9825,"@thekrishill @mooreonzach @FanchiseFatigue The second one was not good. I didn’t realize there was more after that.",0
"9827",9827,"@CM_Kerley @mooreonzach @FanchiseFatigue Verhoven excels at that. All his films seem to have a thick satirical stre… https://t.co/ez28rwC3Zb",0
"9829",9829,"RT @ctvregina: Rally held in support of LGBTQ2S+ community after controversial sermon at Regina church - https://t.co/OGitrwmQ6H #yqr #sask…",0
"9832",9832,"@_josee3hunna_ I... Am going to throw up",0
"9833",9833,"RT @ParkAmbulance: Our paramedics saw an increasing number of overdose incidents last week; 18 plus our sick/shortness of breath calls tota…",0
"9835",9835,"@PennyPresleyX Lol newborns are so freakin cute! Be careful you don’t catch the baby fever 😂",0
"9838",9838,"@kinsellawarren The thing about all the scandals is the fatigue… Right out of Trump’s playbook.",0
"9839",9839,"@RealDonalDrumpf @richardhine Bye Grandpa's and Grandma's; we don't love you; cough cough",0
"9841",9841,"@Greyseeker Why do they insist on this deception?  The constant banging of pots and pans by the Cons is giving me a headache.",0
"9842",9842,"@Potato86887291 @Ok2Panic @RebeccaGrambo No she is not. Tired; achey and a headache - also whiny! Hopefully she’ll feel better soon!",1
"9843",9843,"RT @SHHS_SRC: Have even the mildest symptoms? Tickle in your throat? Sniffles? Headache? Stay home & follow the advice below. https://t.co/…",0
"9844",9844,"Tayva and Myla taking in one of the Meadow Lake Winter Festival events. #sofunny #chucksleds #wagonfever @wpcachucks @cschuckwagons @ Meadow Lake Arena https://t.co/nky2JJ6s0f",0
"9849",9849,"@KaylaChowShow Diarrhea in the Mist",0
"9850",9850,"@Safimod I also have a cough that is from a many weeks-long post nasal drip that is making me crazy. But I was at sobeys yesterday and nearly choked to death trying to avoid coughing in public 😂",0
"9851",9851,"me everytime someone coughs near me at work. https://t.co/anjECwJzmT",0
"9853",9853,"@heather_mo Oh no!! That would be confusing. My kinder-advice to my kids was simply that if they feel like vomiting… https://t.co/8fqO976vFR",0
"9854",9854,"@bradmiska One won’t you. One won’t get you hooked. It’s going to be a harsh cough tho. Yes, a 19 year old is teaching you how to smoke. Peer pressure, man.",0
"9856",9856,"*cough**cough* finnthecoookie server *cough* https://t.co/toIKyeOYGN",0
"9859",9859,"RT @GreaterAngliaPR: One of Greater Anglia’s brand-new intercity trains has now entered passenger service between Norwich and London Liverp…",0
"9860",9860,"RT @GreaterAngliaPR: There is space for six cycles on these trains. The current policy applies and cycle spaces must be booked in advance 🚲…",0
"9862",9862,"RT @GreaterAngliaPR: There is a cafe bar in coach C (towards the front of the train); serving hot and cold drinks; snacks and a range of gl…",0
"9864",9864,"Home alone with a feverish 2 year old and an infant who just had her first round of vaccinations yesterday.   Welcome to the Thunderdome.",0
"9866",9866,"@itsalwayswednes Hi I'm skydiving bad parashute; anaphylactic response to common hay fever things; and pineal brain tumour.",0
"9869",9869,"@sweetenjdb @justinbieber @ArianaGrande @scooterbraun @SB_Projects @AlfredoFlores @bieberfever tysm i love u",0
"9874",9874,"@MSavvy91 Every time you tweet with that goofy logo I get a little nauseous.",0
"9877",9877,"Why is everyone coughing? They better be smokers. #Costco #MaskOn",0
"9878",9878,"K listen. He's probably just old and stupid.",0
"9880",9880,"I miss late night drives with the homies lying to my mum when I'll be home",0
"9881",9881,"There's this old man on the bus wearing kinda dated clothing. Like a button up shirt with a blazer and a vest with… https://t.co/CrpDm08GbY",0
"9883",9883,"Y'know? Like in shows and movies when they randomly teleport back onto a bus? Wth even is that storyline? Why a bus… https://t.co/4NyX4IoTyc",0
"9884",9884,"I FORGOT TO MENTION THE BEST PART: He has a fedora too",0
"9887",9887,"The pull quotes from the report read like the fever dream of a conspiracy theorist squirrel on speed. This is part… https://t.co/tbgiEQafmk",0
"9895",9895,"Compassion fatigue: ""I think it’s because people just don’t want to confront the reality here, that this is a very complex situation. It’s a complex problem. And it needs decisions that are going to be painful to endure.” https://t.co/6kYwB33uIE",0
"9896",9896,"@VelvetRPresley @LucyXIV But your favourite website; right?",0
"9898",9898,"Lotto Fever; Rider Theme Songs; Drunk Cruz Mornings; & The Return of the 'No Sports' Sports Report https://t.co/qvKIg4Z7D9",0
"9899",9899,"@mercurialsmile My arm was sore for three days and had a bit of a headache for a few hours. My husband felt tired the next day then fine.",0
"9901",9901,"Why did it take Canadian airports so long to do thermal imaging at the Arrival gate and test people with fevers? What a shitshow. #cdnpoli",0
"9902",9902,"@EliStokols Good gawd; cough on the bastard",0
"9904",9904,"@shannileigh72 Or hand sanitizer...  who plans ahead for Diarrhea?",0
"9905",9905,"RT @CTVwdean: I'll miss you but not as much as I already miss your dog coming to visit. https://t.co/VxOdTIYKu2",0
"9906",9906,"@AustenMathieson Firstly... does it just have a fever?",0
"9909",9909,"@AbbyEverglow @mrtoast72 Lmao no I just have allergies and have trouble breathing out of my nose all the time",0
"9910",9910,"@YurMomAteMyacid @TheCinemaTicket When he grabs that thumb and turns his hat backwards..... Chills",0
"9911",9911,"@GoAwayWithJae Fingers crossed!! My uncle and cousin got mild fever after their second dose. My auntie only got sor… https://t.co/Ktq2d5cFnj",0
"9912",9912,"@kirstymhall This happens to me when I’m very fatigued. I think it has something to do with my vagus nerve so I call it a “vagus shiver”",0
"9913",9913,"Whoever though making an energy drink; mixed with coffee and spiked with alcohol was a good idea?? Tastes like carbonated vomit",0
"9920",9920,"RT @DennisKendel: Exposure assessment for airborne transmission of SARS-CoV-2 via breathing; speaking; coughing and sneezing https://t.co/1…",0
"9921",9921,"When you're down with a fever bug, #reading helps pass the time. Just finished the new @TerryFallis book, #Albatross.

 Am now wondering: what is @TerryFallis favourite fountain pen, and what should I get for my first one?",1
"9923",9923,"Anyone else take Advil before you go to a social event because you already know they gone get a headache",0
"9924",9924,"Wash your Fucking Hands! I don’t care if it’s your “normal” cough; cough in your fucking elbow!! #covidiots !! #pandemiquette",0
"9925",9925,"@sdpuddicombe The original always gives me chills. This is exceptional.",0
"9929",9929,"@Fever4Flames everyone of them!!",0
"9930",9930,"Irate woman upset over COVID-19 check coughs on plane; gets tackled https://t.co/WXdnSTTrN7",0
"9933",9933,"@flamesfever You need to sit up in the press level with the rest of us drunks buddy 😂",0
"9935",9935,"RT @charlieclarkyxe: Three more structure fires today in Saskatoon keeping firefighters busy protecting our community on the long weekend.…",0
"9936",9936,"'She was young and not even repulsive ...' Holy shit; Raskolnikov. I know you're having some kind of murder fever b… https://t.co/WlYnoVZnTE",0
"9940",9940,"COVID-19 quarantine fatigue: The arrival of summer will test our resolve to social distance https://t.co/Itj48AK71y",0
"9942",9942,"Y’all My mom just coughed four times...  😭😭😭 She said it was the grains she had for breakfast; but idk man might be… https://t.co/01DiLZypyC",0
"9943",9943,"@charlieclarkyxe you with it ? https://t.co/XUGDisNowI",0
"9950",9950,"@WhitneyCummings Guy gets a cough; runny nose; slight fever and body aches. Doesn’t sound like a very compelling movie.",1
"9952",9952,"@ImjustagirlJm And how did you make out! Did you cough up some crud; a good hard hike usually does that to me.",0
"9956",9956,"@SaskTelSupport well basically they try to give my son covid by coughing on him and throwing sand in his eyes. the… https://t.co/fy2ey4oE6M",0
"9957",9957,"RT @gumaalodongi31: @Pontifex whether the eyes can't see; ears can't hear; nose can't smell; mouth can't speak; or our body can't endure th…",0
"9958",9958,"Harley is running a slight fever but they found food in her stomach! We're going to try and calm her esophagus down… https://t.co/hqjkKIfjN6",0
"9962",9962,"RT @Mick_Coughlan: @mikestockmusic Trudeau hates Trump. Trudeau loves China. Canada will love communism.",0
"9964",9964,"When you cough with someone; you’re coughing with everyone they’ve coughed with in the last two weeks. https://t.co/GNK9FmV27k",0
"9970",9970,"Taryn Bridges says she is living in a constant fog; having difficulty breathing or even holding a conversation: https://t.co/ddWB8BccfC",0
"9971",9971,"@TicoLeFevers my wife is on the Kraken fight (I think it's her 4th or 5th time through the series) and says that it… https://t.co/GRoCC6kSwP",0
"9972",9972,"Sometimes I sneeze or cough or just breath too hard and kinda feel my ribs go out of place for a very painful moment but then everythings fine again.",0
"9973",9973,"RT @MINTOYASHI: I know everyone will agree with this https://t.co/AfTH3J8VwL",0
"9974",9974,"RT @MINTOYASHI: Paper 1. Done.  Paper 2 next.",0
"9975",9975,"RT @MINTOYASHI: I couldn't take disrespect from a lady with eye lids ngumu kuliko a crocodile skin. 😂😂😂",0
"9978",9978,"Welp. @Brosty14 nice knowing bud. Locking down the block son. Enjoy the headache bud",0
"9981",9981,"RT @MINTOYASHI: 😂😂😂 that bitch shaped like a Scottish penguin with fucked up teeth thought she was onto something.",0
"9983",9983,"RT @MINTOYASHI: Someone who was calling me a few years ago telling me amekunywa pombe atume till number nilipe is trying to disrespect me 😂…",0
"9984",9984,"RT @MINTOYASHI: 😂😂😂😂 naskia that anal champ is milking all the attention from that ratings pic na drama ndogo ndogo. Aende alinde watoto bu…",0
"9986",9986,"RT @MINTOYASHI: Easily.",0
"9988",9988,"RT @MINTOYASHI: I am called Perminus and I still pull hoes all the way to Kisii. Legendary stuff. 😂😂😂",0
"9989",9989,"RT @MINTOYASHI: 'You come at the king; you best not miss.'",0
"9994",9994,"RT @MINTOYASHI: Shit!!! I believe I can even go lower. I think I should. Nichome kila kitu",0
"9996",9996,"@elvino715 It's so frustrating. Vaccines are coming, we are getting closer to the end and now is when they throw up their hands? Why can't we tamp it all down again and try to get summer numbers until then? After Christmas is going to be a shit show.",0
"9997",9997,"RT @skinner0406: streaming some ranked apex come chills https://t.co/j86pYV7UUa @TerraFormGG",0
"9998",9998,"Present 🎁  Sorry was in a mood listening to oldies   💜jimin💜fever💜peggy lee @IzabellePark @NoonasTo @RoxyJean82… https://t.co/TyyHRdngQB",0
"10004",10004,"@Tris_HR @zdnetfr @SerriesG *nudge* maybe we could get Podcassacre featured somewhere *coughs* if we knew of a place....*coughs*",0
"10007",10007,"@flamesfever @NHLFlames Yep anyone worth claiming will get claimed it’s common sense. A lot of players are a dime a… https://t.co/Q32hxV2rXe",0
"10013",10013,"got the day off work.  this cough can fuck off any time now.  I can't keep missing work.  oh well.  making a hot cu… https://t.co/kgMO3ex2w0",1
"10014",10014,"@JasonMillerinDC Fa-cough; chinless...",0
"10018",10018,"i finally got eight hours of sleep and i could cry. i’m still tired but i don’t have a headache or feel nauseous anymore 😭",0
"10020",10020,"I wanna throw up",0
"10021",10021,"@ProudGrannyCdn @JA_Elliott @DianeMariePosts I give up. Butting my head against your closed mind gives me a headache",0
"10023",10023,"Aaaaand had to tell my mom yet again that a migraine is not a headache. She gets the ME/CFS stuff because I sent he… https://t.co/hsGFJbO2gf",0
"10025",10025,"@Yell0w_Fever @WincestGoddess I showed my brother and mom some of the tweets of hate towards Jared and they wanted… https://t.co/L0YVRYAy0y",0
"10026",10026,"Rest is imperative with any fatigue but what to do while testing changes on the type of fatigue I have. Embroidery… https://t.co/112RIt9Ez8",0
"10027",10027,"Because my cognitive fatigue is so connected to my aural experience I have to be cautious about what and how much I… https://t.co/UvS6yZ8G0J",0
"10028",10028,"I can totally relate to this! I think it’s important to differentiate between different types of fatigue in order t… https://t.co/mWNEtMSjwI",0
"10030",10030,"Does anyone else get nauseous when their anxiety kicks in ? 🥴",0
"10031",10031,"My neurological fatigue is triggered by migraines and hyperacusis. Barometric pressure and high humidity are big triggers, as are things like construction noise or loud environments like the mall or a big social gathering. The fatigue here is utter overwhelming exhaustion.",0
"10033",10033,"My cognitive fatigue is most often triggered by too much conversation, especially in a social environment where there’s background music or other conversations happening at the same time. This fatigue means aphasia, needing people to repeat things, &amp; being unable to read much.",0
"10037",10037,"“I think I’m going to have chills every single time we go out on the ice.” https://t.co/HnQDLrJJxt",0
"10038",10038,"@BirdoEggs764 Did you just throw up on that donut",0
"10039",10039,"@abhijitmajumder Seems @RanaAyyub not vomiting venoms over there.",0
"10044",10044,"@hoaxofevermore oh i wish but the cover is literally misplaced i fear 😭😭😭😭",0
"10045",10045,"@CappyD Literally every single time I leave the house for groceries; I get a cough/sore throat/tightness when I get home.",0
"10048",10048,"@realfairyfield Does your doctors office not make anyone with a cough wear a mask!!!! 😬",0
"10050",10050,"Also; walking through a deserted theater lobby to sit entirely alone for a brand new film gave me chills. It felt a… https://t.co/ndusaMBtef",0
"10051",10051,"Chills......   #RIPNayaRivera https://t.co/bRLqJ07c6V",0
"10052",10052,"@Thrice The Long Defeat. But also the first time I heard Hurricane I got chills when the whole band comes in.",0
"10054",10054,"Stacie's (lame) Criminal Past; Lockdown Fatigue; High Schools in 80's Movies > High Schools in Real Life https://t.co/btbwXS6l0w",0
"10058",10058,"RT @CBCSaskatoon: Drinking water advisory: Royal University Hospital; Jim Pattison Children's Hospital; Saskatoon Cancer Centre https://t.c…",0
"10060",10060,"@absolutspacegrl Where I live; we just had more than 100 hours straight of lower than -40 windchills. The wind turb… https://t.co/6HZ31vHWP5",0
"10061",10061,"@CryptoB02348204 vomiting and the other end lol. stomachs recked.  chills.  stomach bug or flu one or the other i guess",1
"10062",10062,"stop your friendlies who coughed",0
"10064",10064,"@darnando The omnipresent cloud of cigarette smoke; the coughing and hacking and spitting (v comforting sounds duri… https://t.co/VEh5gZknWW",0
"10065",10065,"eating dry unseasoned ramen noodles feels like a new fatigue low",0
"10068",10068,"Sick and Tired: A Conversation about Stress and Fatigue with Mike Harnett - A Saskatchewan Safety Seminar session a… https://t.co/YIt7zAbHf3",0
"10070",10070,"I told him to play dead. He’s fucking good. https://t.co/o8zpwb4rkJ",0
"10071",10071,"Why is this my top YouTube recommendation? I’m not mad about it. https://t.co/cEg2PhZ9Yk",0
"10072",10072,"@2kKing2018 What kind of fan would I be if I didn’t think we could win it all again? See you in the playoffs.",0
